LP	Nr produktu 1	Nr produktu 2	Grupa	Nazwa produktu	Producent	Cena netto	Cena brutto
2010	OPR.174665	61271201	MM	hunter ht915 col.1 	HUNTER 	219,96	268,3512
2011	OPR.174666	61271208	MM	hunter ht915 col.2 	HUNTER 	263,64	321,6408
2012	OPR.174667	61271215	MM	hunter ht915 col.3 	HUNTER 	283,92	346,3824
2013	OPR.174668	61271222	MM	hunter ht916 col.1 	HUNTER 	196,56	239,8032
2014	OPR.174669	61271229	MM	hunter ht916 col.2 	HUNTER 	140,4	171,288
2015	OPR.174670	61271236	MM	hunter ht916 col.3 	HUNTER 	114,66	139,8852
2016	OPR.174674	61271264	MM	quest-x qx8815 col.1 	QUEST-X 	176,28	215,0616
2017	OPR.174675	61271271	MM	quest-x qx8815 col.2 	QUEST-X 	161,46	196,9812
2018	OPR.174676	61271278	MM	QUEST-X QX8815 COL.3 	QUEST-X 	52,26	63,7572
2019	OPR.174945	61273861	MM	angelo futuro aft889 col.2 	ANGELO FUTURO 	161,46	196,9812
2020	OPR.175046	61274841	MM	ANGELO FUTURO AF9035 COL.1 	ANGELO FUTURO 	31,2	38,064
2021	OPR.175047	61274848	MM	angelo futuro af9035 col.2 	ANGELO FUTURO 	201,24	245,5128
2022	OPR.175048	61274855	MM	angelo futuro af9035 col.3 	ANGELO FUTURO 	309,66	377,7852
2023	OPR.175079	61275072	MM	quest-x qx8807 col.1 	QUEST-X 	125,58	153,2076
2024	OPR.175080	61275079	MM	quest-x qx8807 col.2 	QUEST-X 	250,38	305,4636
2025	OPR.175130	61275534	MM	angelo futuro aft896 col.2 	ANGELO FUTURO 	234,78	286,4316
2026	OPR.175132	61275548	MM	GENTLEMAN GT854 COL.2 	GENTLEMAN 	99,06	120,8532
2027	OPR.175145	61275653	MM	gentleman gt1241-07 col.1 	GENTLEMAN 	267,54	326,3988
2028	OPR.175146	61275660	MM	gentleman gt667-07 col.2 	GENTLEMAN 	173,94	212,2068
2029	OPR.175147	61275667	MM	GENTLEMAN GT667-07 COL.3 	GENTLEMAN 	49,92	60,9024
2030	OPR.175148	61275674	MM	gentleman gt7927-07 col.3 	GENTLEMAN 	205,92	251,2224
2031	OPR.175755	61280455	MM	hunter ht917 col.1 	HUNTER 	307,32	374,9304
2032	OPR.175756	61280462	MM	hunter ht917 col.2 	HUNTER 	140,4	171,288
2033	OPR.175757	61280469	MM	hunter ht919 col.1 	HUNTER 	141,18	172,2396
2034	OPR.175758	61280476	MM	hunter ht919 col.2 	HUNTER 	134,16	163,6752
2035	OPR.175759	61280483	MM	HUNTER HT919 COL.3 	HUNTER 	84,24	102,7728
2036	OPR.175822	61280966	MM	HUNTER HT908 COL.1 	HUNTER 	48,36	58,9992
2037	OPR.175823	61280973	MM	hunter ht908 col.2 	HUNTER 	253,5	309,27
2038	OPR.175824	61280980	MM	HUNTER HT908 COL.3 	HUNTER 	48,36	58,9992
2039	OPR.175827	61281001	MM	hunter ht910 col.1 	HUNTER 	145,86	177,9492
2040	OPR.175828	61281008	MM	hunter ht910 col.3 	HUNTER 	273	333,06
2041	OPR.175829	61281015	MM	hunter ht911 col.1 	HUNTER 	304,2	371,124
2042	OPR.175830	61281022	MM	hunter ht911 col.2 	HUNTER 	255,06	311,1732
2043	OPR.175831	61281029	MM	hunter ht911 col.3 	HUNTER 	136,5	166,53
2044	OPR.175832	61281036	MM	hunter ht917 col.3 	HUNTER 	252,72	308,3184
2045	OPR.175836	61281064	MM	quest-x qx8805 col.2 	QUEST-X 	242,58	295,9476
2046	OPR.175837	61281071	MM	quest-x qx8809 col.1 	QUEST-X 	238,68	291,1896
2047	OPR.175838	61281078	MM	quest-x qx8809 col.3 	QUEST-X 	241,8	294,996
2048	OPR.175839	61281085	MM	quest-x qx8811 col.1 	QUEST-X 	100,62	122,7564
2049	OPR.175840	61281092	MM	QUEST-X QX8811 COL.2 	QUEST-X 	56,16	68,5152
2050	OPR.175862	61281246	MM	hunter ht907 col.1 	HUNTER 	254,28	310,2216
2051	OPR.175864	61281260	MM	hunter ht910 col.2 	HUNTER 	139,62	170,3364
2052	OPR.175872	61281316	MM	gentleman gt853 col.2 	GENTLEMAN 	146,64	178,9008
2053	OPR.175873	61281323	MM	GENTLEMAN GT855 COL.1 	GENTLEMAN 	78	95,16
2054	OPR.175874	61281330	MM	gentleman gt856 col.3 	GENTLEMAN 	205,92	251,2224
2055	OPR.175996	61282471	MM	gentleman gt9031 col.02 	GENTLEMAN 	291,72	355,8984
2056	OPR.175999	61282492	MM	hunter ht907 col.3 	HUNTER 	233,22	284,5284
2057	OPR.176001	61282506	MM	QUEST-X QX8808 COL.2 	QUEST-X 	70,2	85,644
2058	OPR.176004	61282527	MM	quest-x qx8812 col.2 	QUEST-X 	148,2	180,804
2059	OPR.176005	61282534	MM	quest-x qx8812 col.3 	QUEST-X 	192,66	235,0452
2060	OPR.176387	61285852	MM	HUNTER HT907 COL.2 	HUNTER 	63,18	77,0796
2061	OPR.176479	61286783	MM	angelo futuro aft896 col.3 	ANGELO FUTURO 	195,78	238,8516
2062	OPR.176480	61286790	MM	quest-x qx8805 col.1 	QUEST-X 	304,98	372,0756
2063	OPR.176779	61289583	MM	quest-x qx8809 col.2 	QUEST-X 	225,42	275,0124
2064	OPR.176797	61289723	MM	angelo futuro aft894 col.1 	ANGELO FUTURO 	294,06	358,7532
2065	OPR.176798	61289730	MM	angelo futuro aft894 col.2 	ANGELO FUTURO 	184,08	224,5776
2066	OPR.176799	61289737	MM	angelo futuro aft896 col.1 	ANGELO FUTURO 	141,96	173,1912
2067	OPR.176802	61289758	MM	gentleman gt0853 col.3 	GENTLEMAN 	137,28	167,4816
2068	OPR.176803	61289765	MM	GENTLEMAN GT0855 COL.2 	GENTLEMAN 	39	47,58
2069	OPR.176804	61289772	MM	gentleman gt0855 col.3 	GENTLEMAN 	262,86	320,6892
2070	OPR.177009	61291235	MM	quest-x qx8808 col.3 	QUEST-X 	204,36	249,3192
2071	OPR.177011	61291249	MM	quest-x qx8811 col.3 	QUEST-X 	202,8	247,416
2072	OPR.177046	61291494	MM	QUEST-X QX8807 COL.3 	QUEST-X 	33,54	40,9188
2073	OPR.177125	61292110	MM	QUEST-X QX8806 COL.1 	QUEST-X 	73,32	89,4504
2074	OPR.177126	61292117	MM	quest-x qx8808 col.1 	QUEST-X 	252,72	308,3184
2075	OPR.177148	61292579	MM	HUNTER HT854 COL.2 	HUNTER 	38,22	46,6284
2076	OPR.177149	61292586	MM	hunter ht854 col.3 	HUNTER 	140,4	171,288
2077	OPR.177150	61292593	MM	quest-x qx8806 col.2 	QUEST-X 	309,66	377,7852
2078	OPR.177327	61294938	MM	ANGELO FUTURO AFB008 COL.1 	ANGELO FUTURO 	84,24	102,7728
2079	OPR.177328	61294945	MM	ANGELO FUTURO AFB008 COL.2 	ANGELO FUTURO 	56,16	68,5152
2080	OPR.177329	61294952	MM	angelo futuro afb008 col.3 	ANGELO FUTURO 	270,66	330,2052
2081	OPR.177330	61294959	MM	angelo futuro afb009 col.1 	ANGELO FUTURO 	273,78	334,0116
2082	OPR.177331	61294966	MM	angelo futuro afb009 col.2 	ANGELO FUTURO 	189,54	231,2388
2083	OPR.177332	61294973	MM	ANGELO FUTURO AFB009 COL.3 	ANGELO FUTURO 	60,84	74,2248
2084	OPR.177333	61294980	MM	GENTLEMAN GT0812A COL.1 	GENTLEMAN 	67,86	82,7892
2085	OPR.177334	61294987	MM	gentleman gt0812a col.2 	GENTLEMAN 	280,8	342,576
2086	OPR.177338	61295015	MM	gentleman gt0847 col.3 	GENTLEMAN 	178,62	217,9164
2087	OPR.177339	61295022	MM	GENTLEMAN GT0861TI COL.4 	GENTLEMAN 	55,38	67,5636
2088	OPR.177340	61295029	MM	gentleman gt0863 col.3 	GENTLEMAN 	134,94	164,6268
2089	OPR.177341	61295036	MM	gentleman gt0863 col.4 	GENTLEMAN 	133,38	162,7236
2090	OPR.177521	61296485	MM	hunter ht854 col.1 	HUNTER 	173,94	212,2068
2091	OPR.177694	61298109	MM	quest-x qx8812 col.1 	QUEST-X 	290,94	354,9468
2092	OPR.177792	61298893	MM	angelo futuro af9036 col.2 	ANGELO FUTURO 	186,42	227,4324
2093	OPR.177793	61298900	MM	angelo futuro aft911 col.4 	ANGELO FUTURO 	157,56	192,2232
2094	OPR.177794	61298907	MM	angelo futuro afb006 col.1 	ANGELO FUTURO 	251,16	306,4152
2095	OPR.177795	61298914	MM	ANGELO FUTURO AFB006 COL.2 	ANGELO FUTURO 	44,46	54,2412
2096	OPR.177796	61298921	MM	angelo futuro afb006 col.3 	ANGELO FUTURO 	305,76	373,0272
2097	OPR.177797	61298928	MM	ANGELO FUTURO AFB007 COL.1 	ANGELO FUTURO 	82,68	100,8696
2098	OPR.177798	61298935	MM	ANGELO FUTURO AFB007 COL.2 	ANGELO FUTURO 	46,02	56,1444
2099	OPR.177799	61298942	MM	angelo futuro afb007 col.3 	ANGELO FUTURO 	210,6	256,932
2100	OPR.177806	61298991	MM	QUEST-X QX8805 COL.3 	QUEST-X 	98,28	119,9016
2101	OPR.177807	61298998	MM	quest-x qx8806 col.3 	QUEST-X 	156,78	191,2716
2102	OPR.178318	61302694	MM	gentleman gt1112 col.1 	GENTLEMAN 	251,16	306,4152
2103	OPR.178319	61302701	MM	gentleman gt1112 col.2 	GENTLEMAN 	134,16	163,6752
2104	OPR.178320	61302708	MM	gentleman gt1113 col.1 	GENTLEMAN 	227,76	277,8672
2105	OPR.178321	61302715	MM	GENTLEMAN GT1113 COL.3 	GENTLEMAN 	80,34	98,0148
2106	OPR.178322	61302722	MM	GENTLEMAN GT1117 COL.1 	GENTLEMAN 	78	95,16
2107	OPR.178323	61302729	MM	GENTLEMAN GT1117 COL.2 	GENTLEMAN 	87,36	106,5792
2108	OPR.178324	61302736	MM	gentleman gt1117 col.3 	GENTLEMAN 	140,4	171,288
2109	OPR.178325	61302743	MM	GENTLEMAN GT1118 COL.1 	GENTLEMAN 	46,8	57,096
2110	OPR.178326	61302750	MM	GENTLEMAN GT1118 COL.2 	GENTLEMAN 	74,1	90,402
2111	OPR.178327	61302757	MM	gentleman gt1118 col.3 	GENTLEMAN 	240,24	293,0928
2112	OPR.179406	61310534	MM	quest-x qx8770 col.3 	QUEST-X 	184,86	225,5292
2113	OPR.179537	61311465	MM	HUNTER HT1101 COL.1 	HUNTER 	97,5	118,95
2114	OPR.179538	61311472	MM	hunter ht1101 col.2 	HUNTER 	153,66	187,4652
2115	OPR.179539	61311479	MM	hunter ht1101 col.3 	HUNTER 	280,8	342,576
2116	OPR.179540	61311486	MM	hunter ht1103 col.1 	HUNTER 	288,6	352,092
2117	OPR.179541	61311493	MM	hunter ht1103 col.2 	HUNTER 	181,74	221,7228
2118	OPR.179542	61311500	MM	hunter ht1103 col.3 	HUNTER 	306,54	373,9788
2119	OPR.179543	61311507	MM	hunter ht1104 col.1 	HUNTER 	155,22	189,3684
2120	OPR.179544	61311514	MM	HUNTER HT1104 COL.2 	HUNTER 	54,6	66,612
2121	OPR.179545	61311521	MM	hunter ht1105 col.1 	HUNTER 	250,38	305,4636
2122	OPR.179546	61311528	MM	hunter ht1105 col.2 	HUNTER 	252,72	308,3184
2123	OPR.179547	61311535	MM	hunter ht1107 col.1 	HUNTER 	311,22	379,6884
2124	OPR.179548	61311542	MM	hunter ht1107 col.2 	HUNTER 	187,98	229,3356
2125	OPR.179549	61311549	MM	hunter ht1107 col.3 	HUNTER 	297,18	362,5596
2126	OPR.179550	61311556	MM	hunter ht1108 col.1 	HUNTER 	168,48	205,5456
2127	OPR.179551	61311563	MM	hunter ht1108 col.2 	HUNTER 	156	190,32
2128	OPR.179552	61311570	MM	hunter ht1108 col.3 	HUNTER 	262,08	319,7376
2129	OPR.179553	61311577	MM	hunter ht1109 col.1 	HUNTER 	215,28	262,6416
2130	OPR.179554	61311584	MM	hunter ht1109 col.2 	HUNTER 	208,26	254,0772
2131	OPR.179555	61311591	MM	hunter ht1109 col.3 	HUNTER 	165,36	201,7392
2132	OPR.179556	61311598	MM	hunter ht1110 col.1 	HUNTER 	193,44	235,9968
2133	OPR.179557	61311605	MM	hunter ht1110 col.2 	HUNTER 	220,74	269,3028
2134	OPR.179594	61311864	MM	angelo futuro aft1100 col.1 	ANGELO FUTURO 	158,34	193,1748
2135	OPR.179595	61311871	MM	angelo futuro aft1100 col.2 	ANGELO FUTURO 	177,84	216,9648
2136	OPR.179596	61311878	MM	ANGELO FUTURO AFT1100 COL.3 	ANGELO FUTURO 	77,22	94,2084
2137	OPR.179597	61311885	MM	angelo futuro aft1101 col.1 	ANGELO FUTURO 	160,68	196,0296
2138	OPR.179598	61311892	MM	ANGELO FUTURO AFT1101 COL.2 	ANGELO FUTURO 	71,76	87,5472
2139	OPR.179599	61311899	MM	angelo futuro aft1101 col.3 	ANGELO FUTURO 	221,52	270,2544
2140	OPR.179612	61311990	MM	gentleman gt1101 col.1 	GENTLEMAN 	119,34	145,5948
2141	OPR.179613	61311997	MM	gentleman gt1101 col.2 	GENTLEMAN 	241,8	294,996
2142	OPR.179614	61312004	MM	gentleman gt1101 col.3 	GENTLEMAN 	175,5	214,11
2143	OPR.179615	61312011	MM	GENTLEMAN GT1102 COL.1 	GENTLEMAN 	34,32	41,8704
2144	OPR.179616	61312018	MM	gentleman gt1102 col.2 	GENTLEMAN 	213,72	260,7384
2145	OPR.179617	61312025	MM	gentleman gt1102 col.3 	GENTLEMAN 	193,44	235,9968
2146	OPR.179621	61312053	MM	GENTLEMAN GT1119 COL.2 	GENTLEMAN 	60,06	73,2732
2147	OPR.179622	61312060	MM	gentleman gt1119 col.3 	GENTLEMAN 	265,98	324,4956
2148	OPR.179623	61312067	MM	gentleman gt1120 col.2 	GENTLEMAN 	205,14	250,2708
2149	OPR.179624	61312074	MM	gentleman gt1120 col.3 	GENTLEMAN 	115,44	140,8368
2150	OPR.179625	61312081	MM	gentleman gt1121 col.1 	GENTLEMAN 	219,18	267,3996
2151	OPR.179626	61312088	MM	gentleman gt1121 col.2 	GENTLEMAN 	237,9	290,238
2152	OPR.179634	61312144	MM	gentleman gt1127ti col.3 	GENTLEMAN 	239,46	292,1412
2153	OPR.179635	61312151	MM	GENTLEMAN GT1130 COL.1 	GENTLEMAN 	58,5	71,37
2154	OPR.179636	61312158	MM	gentleman gt1130 col.2 	GENTLEMAN 	251,94	307,3668
2155	OPR.179637	61312165	MM	gentleman gt1130 col.3 	GENTLEMAN 	139,62	170,3364
2156	OPR.179639	61312179	MM	hunter ht1104 col.3 	HUNTER 	306,54	373,9788
2157	OPR.179640	61312186	MM	hunter ht1110 col.3 	HUNTER 	290,16	353,9952
2158	OPR.147098	61031892	MP	angelo futuro af445 col.1 	ANGELO FUTURO 	109,2	133,224
2159	OPR.147099	61031899	MP	angelo futuro af445 col.2 	ANGELO FUTURO 	229,32	279,7704
2160	OPR.152074	61074200	MP	angelo futuro af891 col.1 	ANGELO FUTURO 	191,1	233,142
2161	OPR.152075	61074207	MP	angelo futuro af891 col.2 	ANGELO FUTURO 	230,88	281,6736
2162	OPR.152081	61074249	MP	angelo futuro af2103 col.2 	ANGELO FUTURO 	159,12	194,1264
2163	OPR.152098	61074368	MP	ANGELO FUTURO AF708 COL.1 	ANGELO FUTURO 	74,88	91,3536
2164	OPR.152099	61074375	MP	angelo futuro af708 col.2 	ANGELO FUTURO 	308,1	375,882
2165	OPR.152100	61074382	MP	angelo futuro af708 col.3 	ANGELO FUTURO 	157,56	192,2232
2166	OPR.154222	61092918	MP	gentleman gt0727 col.1 	GENTLEMAN 	151,32	184,6104
2167	OPR.154223	61092925	MP	gentleman gt0727 col.2 	GENTLEMAN 	100,62	122,7564
2168	OPR.154224	61092932	MP	GENTLEMAN GT0727 COL.3 	GENTLEMAN 	37,44	45,6768
2169	OPR.156131	61106344	MP	GENTLEMAN GT0736 COL.2 	GENTLEMAN 	77,22	94,2084
2170	OPR.156132	61106351	MP	gentleman gt0736 col.3 	GENTLEMAN 	173,94	212,2068
2171	OPR.156133	61106358	MP	gentleman gt0737 col.1 	GENTLEMAN 	286,26	349,2372
2172	OPR.156134	61106365	MP	gentleman gt0737 col.2 	GENTLEMAN 	155,22	189,3684
2173	OPR.156135	61106372	MP	GENTLEMAN GT0737 COL.3 	GENTLEMAN 	56,16	68,5152
2174	OPR.157428	61121191	MP	gentleman gt738a col.3 	GENTLEMAN 	216,06	263,5932
2175	OPR.157430	61121205	MP	gentleman gt740 col.2 	GENTLEMAN 	283,14	345,4308
2176	OPR.157431	61121212	MP	gentleman gt740 col.3 	GENTLEMAN 	159,9	195,078
2177	OPR.157575	61122717	MP	gentleman gt738a col.2 	GENTLEMAN 	259,74	316,8828
2178	OPR.158847	61134540	MP	GENTLEMAN GT0738 COL.1 	GENTLEMAN 	40,56	49,4832
2179	OPR.158849	61134554	MP	GENTLEMAN GT0738 COL.3 	GENTLEMAN 	69,42	84,6924
2180	OPR.158850	61134561	MP	GENTLEMAN GT0738A COL.1 	GENTLEMAN 	89,7	109,434
2181	OPR.158851	61134568	MP	gentleman gt0739 col.1 	GENTLEMAN 	120,9	147,498
2182	OPR.158852	61134575	MP	GENTLEMAN GT0739 COL.2 	GENTLEMAN 	41,34	50,4348
2183	OPR.158853	61134582	MP	GENTLEMAN GT0739 COL.3 	GENTLEMAN 	64,74	78,9828
2184	OPR.158854	61134589	MP	gentleman gt0740a col.2 	GENTLEMAN 	308,88	376,8336
2185	OPR.158855	61134596	MP	gentleman gt0740a col.3 	GENTLEMAN 	102,96	125,6112
2186	OPR.161730	61155939	MP	GENTLEMAN GT763 COL.1 	GENTLEMAN 	64,74	78,9828
2187	OPR.161731	61155946	MP	gentleman gt763 col.2 	GENTLEMAN 	136,5	166,53
2188	OPR.161732	61155953	MP	gentleman gt763 col.3 	GENTLEMAN 	275,34	335,9148
2189	OPR.161793	61157045	MP	GENTLEMAN GT828 COL.1 	GENTLEMAN 	39	47,58
2190	OPR.161794	61157052	MP	gentleman gt828 col.2 	GENTLEMAN 	265,98	324,4956
2191	OPR.161795	61157059	MP	gentleman gt828 col.3 	GENTLEMAN 	223,86	273,1092
2192	OPR.161796	61157066	MP	gentleman gt829 col.1 	GENTLEMAN 	140,4	171,288
2193	OPR.161797	61157073	MP	gentleman gt829 col.2 	GENTLEMAN 	130,26	158,9172
2194	OPR.161798	61157080	MP	gentleman gt829 col.3 	GENTLEMAN 	120,12	146,5464
2195	OPR.163887	61175259	MP	hunter ht819 col.1 	HUNTER 	273,78	334,0116
2196	OPR.163888	61175266	MP	hunter ht820 col.1 	HUNTER 	288,6	352,092
2197	OPR.163889	61175273	MP	hunter ht820 col.2 	HUNTER 	279,24	340,6728
2198	OPR.164659	61182721	MP	gentleman gt0843 col.1 	GENTLEMAN 	147,42	179,8524
2199	OPR.164660	61182728	MP	gentleman gt0843 col.2 	GENTLEMAN 	237,12	289,2864
2200	OPR.164661	61182735	MP	GENTLEMAN GT0843 COL.3 	GENTLEMAN 	45,24	55,1928
2201	OPR.164662	61182742	MP	gentleman gt0844 col.1 	GENTLEMAN 	183,3	223,626
2202	OPR.164663	61182749	MP	gentleman gt0844 col.2 	GENTLEMAN 	175,5	214,11
2203	OPR.164664	61182756	MP	gentleman gt0844 col.3 	GENTLEMAN 	304,2	371,124
2204	OPR.164665	61182763	MP	gentleman gt0845 col.1 	GENTLEMAN 	311,22	379,6884
2205	OPR.164666	61182770	MP	gentleman gt0845 col.2 	GENTLEMAN 	145,86	177,9492
2206	OPR.164667	61182777	MP	GENTLEMAN GT0845 COL.3 	GENTLEMAN 	49,14	59,9508
2207	OPR.168546	61215390	MP	angelo futuro aft867 col.1 	ANGELO FUTURO 	235,56	287,3832
2208	OPR.168547	61215397	MP	angelo futuro aft867 col.2 	ANGELO FUTURO 	176,28	215,0616
2209	OPR.168548	61215404	MP	angelo futuro aft867 col.3 	ANGELO FUTURO 	177,84	216,9648
2210	OPR.169646	61226135	MP	ANGELO FUTURO AFT874 COL.1 	ANGELO FUTURO 	65,52	79,9344
2211	OPR.169647	61226142	MP	ANGELO FUTURO AFT874 COL.2 	ANGELO FUTURO 	88,14	107,5308
2212	OPR.169648	61226149	MP	ANGELO FUTURO AFT874 COL.3 	ANGELO FUTURO 	84,24	102,7728
2213	OPR.169658	61226219	MP	gentleman gt0850 col.1 	GENTLEMAN 	239,46	292,1412
2214	OPR.169659	61226226	MP	GENTLEMAN GT0850 COL.2 	GENTLEMAN 	33,54	40,9188
2215	OPR.169660	61226233	MP	GENTLEMAN GT0850 COL.3 	GENTLEMAN 	88,92	108,4824
2216	OPR.169661	61226240	MP	gentleman gt0851 col.1 	GENTLEMAN 	111,54	136,0788
2217	OPR.169662	61226247	MP	gentleman gt0851 col.2 	GENTLEMAN 	212,16	258,8352
2218	OPR.169663	61226254	MP	gentleman gt0851 col.3 	GENTLEMAN 	268,32	327,3504
2219	OPR.169699	61226506	MP	quest-x qx8791 col.1 	QUEST-X 	161,46	196,9812
2220	OPR.169700	61226513	MP	quest-x qx8791 col.2 	QUEST-X 	291,72	355,8984
2221	OPR.171252	61239589	MP	quest-x qx8789 col.1 	QUEST-X 	198,9	242,658
2222	OPR.171253	61239596	MP	QUEST-X QX8789 COL.2 	QUEST-X 	61,62	75,1764
2223	OPR.171254	61239603	MP	quest-x qx8789 col.3 	QUEST-X 	147,42	179,8524
2224	OPR.171286	61239883	MP	angelo futuro aft886 col.3 	ANGELO FUTURO 	110,76	135,1272
2225	OPR.171775	61243978	MP	ANGELO FUTURO AFT887 COL.1 	ANGELO FUTURO 	74,1	90,402
2226	OPR.171776	61243985	MP	ANGELO FUTURO AFT887 COL.2 	ANGELO FUTURO 	87,36	106,5792
2227	OPR.171777	61243992	MP	angelo futuro aft887 col.3 	ANGELO FUTURO 	180,96	220,7712
2228	OPR.171789	61244076	MP	ANGELO FUTURO AFB004 COL.1 	ANGELO FUTURO 	96,72	117,9984
2229	OPR.171790	61244083	MP	angelo futuro afb004 col.2 	ANGELO FUTURO 	205,14	250,2708
2230	OPR.171791	61244090	MP	angelo futuro afb004 col.3 	ANGELO FUTURO 	132,6	161,772
2231	OPR.171792	61244097	MP	angelo futuro afb005 col.1 	ANGELO FUTURO 	304,2	371,124
2232	OPR.171793	61244104	MP	angelo futuro afb005 col.2 	ANGELO FUTURO 	105,3	128,466
2233	OPR.171794	61244111	MP	angelo futuro afb005 col.3 	ANGELO FUTURO 	226,98	276,9156
2234	OPR.171831	61244370	MP	hunter ht850 col.1 	HUNTER 	293,28	357,8016
2235	OPR.171832	61244377	MP	hunter ht850 col.2 	HUNTER 	110,76	135,1272
2236	OPR.171833	61244384	MP	hunter ht850 col.3 	HUNTER 	237,12	289,2864
2237	OPR.172119	61246708	MP	hunter ht819 col.2 	HUNTER 	159,12	194,1264
2238	OPR.172894	61252483	MP	angelo futuro aft899 col.1 	ANGELO FUTURO 	266,76	325,4472
2239	OPR.172895	61252490	MP	angelo futuro aft899 col.2 	ANGELO FUTURO 	235,56	287,3832
2240	OPR.172896	61252497	MP	ANGELO FUTURO AFT899 COL.3 	ANGELO FUTURO 	99,06	120,8532
2241	OPR.172903	61252546	MP	ANGELO FUTURO AFT903 COL.1 	ANGELO FUTURO 	40,56	49,4832
2242	OPR.172904	61252553	MP	angelo futuro aft907 col.1 	ANGELO FUTURO 	134,16	163,6752
2243	OPR.172905	61252560	MP	angelo futuro aft907 col.2 	ANGELO FUTURO 	158,34	193,1748
2244	OPR.172906	61252567	MP	angelo futuro aft907 col.3 	ANGELO FUTURO 	259,74	316,8828
2245	OPR.172916	61252637	MP	angelo futuro aft921 col.1 	ANGELO FUTURO 	169,26	206,4972
2246	OPR.172917	61252644	MP	angelo futuro aft921 col.2 	ANGELO FUTURO 	282,36	344,4792
2247	OPR.172918	61252651	MP	angelo futuro aft921 col.3 	ANGELO FUTURO 	237,9	290,238
2248	OPR.173675	61258594	MP	gentleman gt0868 col.2 	GENTLEMAN 	243,36	296,8992
2249	OPR.173676	61258601	MP	gentleman gt0868 col.3 	GENTLEMAN 	280,02	341,6244
2250	OPR.173677	61258608	MP	gentleman gt0868 col.4 	GENTLEMAN 	232,44	283,5768
2251	OPR.173678	61258615	MP	gentleman gt0868 col.5 	GENTLEMAN 	258,18	314,9796
2252	OPR.173949	61265510	MP	GENTLEMAN GT9011 COL.1 	GENTLEMAN 	71,76	87,5472
2253	OPR.173950	61265517	MP	gentleman gt9012 col.1 	GENTLEMAN 	226,98	276,9156
2254	OPR.173951	61265524	MP	GENTLEMAN GT9012 COL.2 	GENTLEMAN 	98,28	119,9016
2255	OPR.173952	61265531	MP	GENTLEMAN GT9012 COL.3 	GENTLEMAN 	31,98	39,0156
2256	OPR.173953	61265538	MP	gentleman gt9013 col.1 	GENTLEMAN 	189,54	231,2388
2257	OPR.173954	61265545	MP	gentleman gt9013 col.2 	GENTLEMAN 	185,64	226,4808
2258	OPR.173955	61265552	MP	GENTLEMAN GT9013 COL.3 	GENTLEMAN 	89,7	109,434
2259	OPR.173956	61265559	MP	gentleman gt9014 col.1 	GENTLEMAN 	151,32	184,6104
2260	OPR.173957	61265566	MP	gentleman gt9014 col.2 	GENTLEMAN 	115,44	140,8368
2261	OPR.173958	61265573	MP	gentleman gt9014 col.3 	GENTLEMAN 	209,82	255,9804
2262	OPR.174033	61266098	MP	gentleman gt868 col.1 	GENTLEMAN 	231,66	282,6252
2263	OPR.174221	61267428	MP	GENTLEMAN GT9010 COL.2 	GENTLEMAN 	86,58	105,6276
2264	OPR.174651	61271103	MP	gentleman gt869 col.2 	GENTLEMAN 	164,58	200,7876
2265	OPR.174652	61271110	MP	gentleman gt869 col.4 	GENTLEMAN 	276,9	337,818
2266	OPR.174653	61271117	MP	gentleman gt871 col.1 	GENTLEMAN 	195	237,9
2267	OPR.174654	61271124	MP	hunter ht906 col.1 	HUNTER 	128,7	157,014
2268	OPR.174655	61271131	MP	HUNTER HT906 COL.2 	HUNTER 	31,2	38,064
2269	OPR.174656	61271138	MP	hunter ht912 col.1 	HUNTER 	190,32	232,1904
2270	OPR.174657	61271145	MP	HUNTER HT912 COL.2 	HUNTER 	74,1	90,402
2271	OPR.174658	61271152	MP	hunter ht912 col.3 	HUNTER 	216,06	263,5932
2272	OPR.174659	61271159	MP	HUNTER HT913 COL.1 	HUNTER 	59,28	72,3216
2273	OPR.174660	61271166	MP	HUNTER HT913 COL.2 	HUNTER 	91,26	111,3372
2274	OPR.174661	61271173	MP	hunter ht913 col.3 	HUNTER 	132,6	161,772
2275	OPR.174671	61271243	MP	quest-x qx8804 col.1 	QUEST-X 	119,34	145,5948
2276	OPR.174672	61271250	MP	quest-x qx8804 col.2 	QUEST-X 	173,16	211,2552
2277	OPR.174673	61271257	MP	quest-x qx8804 col.3 	QUEST-X 	166,92	203,6424
2278	OPR.175072	61275023	MP	quest-x qx8816 col.1 	QUEST-X 	180,96	220,7712
2279	OPR.175073	61275030	MP	QUEST-X QX8816 COL.2 	QUEST-X 	66,3	80,886
2280	OPR.175074	61275037	MP	QUEST-X QX8816 COL.3 	QUEST-X 	65,52	79,9344
2281	OPR.175075	61275044	MP	QUEST-X QX8817 COL.1 	QUEST-X 	87,36	106,5792
2282	OPR.175076	61275051	MP	QUEST-X QX8817 COL.2 	QUEST-X 	74,88	91,3536
2283	OPR.175077	61275058	MP	QUEST-X QX8817 COL.3 	QUEST-X 	54,6	66,612
2284	OPR.175078	61275065	MP	quest-x qx8817 col.4 	QUEST-X 	192,66	235,0452
2285	OPR.175133	61275555	MP	gentleman gt870 col.1 	GENTLEMAN 	295,62	360,6564
2286	OPR.175134	61275562	MP	gentleman gt9011 col.2 	GENTLEMAN 	116,22	141,7884
