nazwisko,liczba
DE MORAES LANDÉ,2
DE MOURA MACHADO TOLEDO KIGIELA,2
DE MUNCK,2
DE MURAT DE LESTANG,2
DE ODROWĄŻ PIRAMOWICZ,2
DE OLIVEIRA ENGEL VIEIRA,2
DE OLIVEIRA KOZŁOWSKI,2
DE OLIVEIRA MARCELINO,2
DE OLIVEIRA MOURA,2
DE OLIVEIRA SANTOS,2
DE OSTOJA-DOMARADZKA,2
DE OSTOJA-STARZEWSKA,2
DE PACE,2
DE PANICIS,2
DE PAOLA,2
DE PAOLIS,2
DE PATER,2
DE PIOLA,2
DE PRADO,2
DE PRUS NIEWIADOMSKA,2
DE PUTTER,2
DE PÁDUA,2
DE QUEIROZ SEREDNICKI,2
DE RAMER-STALEC,2
DE RENZIS,2
DE REUVER,2
DE REUWE,2
DE ROBILLARD,2
DE ROOS,2
DE ROQUETAILLADE,2
DE ROSAS FUENTES,2
DE ROSE,2
DE ROSENBURG GROHS,2
DE SABATINO,2
DE SAINT EXUPÉRY,2
DE SALIVET DE FOUCHECOUR,2
DE SANTANA,2
DE SANTO,2
DE SARIO,2
DE SAS KROPIWNICKI,2
DE SCHUTTER,2
DE SENA,2
DE SIENA,2
DE SIQUEIRA,2
DE SMET,2
DE SOUZA PANTALEÃO,2
DE SOUZA ZRYCKI,2
DE STERNBERG-STOJAŁOWSKA,2
DE SUMMER BRASON,2
DE SUMMER-BRASON,2
DE TAISNE,2
DE TARNAWA BRONIEWSKA,2
DE TCHORZEWSKA,2
DE TILLIER,2
DE TOGNI,2
DE TOMMASO,2
DE TORQUAT DE LA COULERIE,2
DE TURSI,2
DE TUSCH-LEC,2
DE VAAL,2
DE VARDA,2
DE VEGA RAMOS,2
DE VET,2
DE VILLE-ERET,2
DE VILLE-GROCHOWSKA,2
DE VIRION-ZIELIŃSKA,2
DE VLAMING,2
DE VORE,2
DE VREEDE,2
DE VRIES-KRAWCZYK,2
DE VRIJ,2
DE WAILLY,2
DE WALDEN,2
DE WERYHA WYSOCZAŃSKA,2
DE WIJS,2
DE WILDT,2
DE WITT,2
DE ZEREGA,2
DE ZORDO,2
DE ZOYSA,2
DE ŚLEPOWRON-ROKOSZ,2
DE-HE,2
DE-JONG,2
DE-KOK,2
DE-VITTE,2
DEA'MEH,2
DEAC,2
DEANS,2
DEARMAN,2
DEASY,2
DEBARBIERI,2
DEBECKER,2
DEBELLIS,2
DEBELSKA,2
DEBENI,2
DEBENKO,2
DEBISZ,2
DEBISZEWSKA,2
DEBIZOVA,2
DEBLON,2
DEBOLSKA,2
DEBON,2
DEBOSIO,2
DEBOSZ,2
DEBOU,2
DEBOWSKI,2
DEBRAY,2
DEBRENCHUK,2
DEBRIAT,2
DEBRITO,2
DEBRY,2
DEBUICHE,2
DEBUIT,2
DEBUSE,2
DEC-MAREK,2
DEC-MERTA,2
DEC-PAJĄK,2
DEC-ŚLIWIŃSKA,2
DECAUX,2
DECENVIRALE,2
DECHANT,2
DECHAVANEL,2
DECHKOVA,2
DECKARM,2
DECKE,2
DECKERS,2
DECLERCK,2
DECOBERT,2
DECOURCELLE,2
DECROIX,2
DECTOR LIRA,2
DECURTINS,2
DECYK-ZIĘBA,2
DECYUSZ,2
DECZEW,2
DEDAJ,2
DEDECIUS,2
DEDECIUSZ,2
DEDELYUK,2
DEDENOK,2
DEDGJONAJ,2
DEDI,2
DEDIEU,2
DEDIEVA,2
DEDIKOVA,2
DEDIU,2
DEDO-WAWRZYNIAK,2
DEDUL,2
DEDYSHYN,2
DEE-UBON,2
DEEDS,2
DEELMAN,2
DEER,2
DEERAN,2
DEERENBERG,2
DEES,2
DEESE,2
DEESLER,2
DEFEHR,2
DEFIŃSKA-SIMILAK,2
DEFRANC,2
DEFRANC SUCHORSKA,2
DEFRANCE,2
DEGEL,2
DEGELMANN,2
DEGENTYSZ,2
DEGERMAN,2
DEGES,2
DEGHEDY,2
DEGIEL,2
DEGIEŚ,2
DEGLAU,2
DEGODII,2
DEGROOT,2
DEGTYAROVA,2
DEGUARA,2
DEHACQ,2
DEHAIS,2
DEHAL,2
DEHAMCHI,2
DEHENAUW,2
DEHLER,2
DEHNE,2
DEHNHARD,2
DEHOD,2
DEHON,2
DEHREN,2
DEHTYAROV,2
DEHUSAR,2
DEIBUK,2
DEICZ,2
DEIGHAN,2
DEIKE,2
DEILID,2
DEIMER,2
DEIMERT-LEMAN,2
DEIMLING,2
DEINEGA,2
DEINES,2
DEIOTTE,2
DEISENROTH,2
DEISSLER,2
DEIST,2
DEITERS,2
DEITNER,2
DEJA-KOWALSKA,2
DEJANA,2
DEJENA,2
DEJLOVÁ,2
DEJMARI,2
DEJNAS,2
DEJNEKA-SIECHNIEWICZ,2
DEJNICH,2
DEJNIŻENKO,2
DEJNOWICZ-VELITCHKOV,2
DEJOHNETTE,2
DEJTER,2
DEJUTRYK,2
DEKAN,2
DEKANOIDZE,2
DEKARZEWSKA,2
DEKAŁO,2
DEKEYSER,2
DEKHTYAR,2
DEKINDER,2
DEKKERT,2
DEKORDY,2
DEKORNE,2
DEKOŃ,2
DEKSNEIT,2
DEKUCIŃSKA,2
DEKUCZYŃSKA,2
DEKUDOWSKA,2
DEKUSAR,2
DEL BASSO,2
DEL CASTELLO,2
DEL CIELLO,2
DEL DUCA,2
DEL DUCHETTO,2
DEL FRATE,2
DEL HOYO KAŁAHURSKA,2
DEL MASTRO,2
DEL MORAL STYPA,2
DEL NEGRO,2
DEL PINO SZYDŁOWSKA,2
DEL PORTILLO WALCZAK,2
DEL RIO KARNAS,2
DEL RIO SZUPSZYNSKI,2
DEL SAAR,2
DEL SOLAR,2
DEL-PIN,2
DEL-PIZZO,2
DELA-JAWORSKA,2
DELAFIELD-BUTT,2
DELAHAIS,2
DELAHAYE,2
DELAIRE,2
DELAKOWICZ-GALOWY,2
DELAMBRE,2
DELAND,2
DELANGIEWICZ,2
DELASPRE,2
DELAU,2
DELBANI,2
DELCZYŃSKA,2
DELEGGE,2
DELEGOS,2
DELEHACH,2
DELEKTA-NOWAK,2
DELENKO,2
DELEŻYCHOWSKA,2
DELFAS,2
DELFS,2
DELGADO CARRANZA,2
DELGADO GÓMEZ,2
DELGADO-LISIŃSKA,2
DELHIWALA,2
DELIBES-KOZICKA,2
DELIFOTI,2
DELIGIOS,2
DELIHOWSKA,2
DELIIA,2
DELIKANLI,2
DELIMANOLI,2
DELIN,2
DELINOWSKI,2
DELISMON,2
DELITSCH,2
DELIURMAN,2
DELKOWSKI,2
DELL'AQUILA,2
DELL'OLIO,2
DELLA MORTE,2
DELLA SALA,2
DELLARIA,2
DELLITT,2
DELLKE,2
DELLOCH,2
DELMASTRO,2
DELMER,2
DELMONTE,2
DELOBAL,2
DELOLY,2
DELORM,2
DELORT,2
DELOTA,2
DELOUCHE,2
DELOYE,2
DELOZÉ,2
DELPIT,2
DELRIO,2
DELSEN,2
DELUCA,2
DELVAS,2
DELWOS,2
DELYTKANYCH,2
DEM'YANENKO,2
DEMA,2
DEMAILLE,2
DEMANAWA-PTASIŃSKA,2
DEMANT,2
DEMARIN,2
DEMASI,2
DEMAUGÉ-BOST,2
DEMAŠKEVITŠ,2
DEMBEK SÁNCHEZ,2
DEMBEK-JENSEN,2
DEMBEREL,2
DEMBIANI,2
DEMBIANY,2
DEMBIC,2
DEMBICKA VEL WIŚNIEWSKA,2
DEMBITZKI,2
DEMBIŃSKA-ANDRADE,2
DEMBIŃSKA-BEDNARCZYK,2
DEMBIŃSKA-NOWAK,2
DEMBIŃSKI,2
DEMBOLECKA,2
DEMBORSKA,2
DEMBOSKY,2
DEMBSKA-BAGATTI,2
DEMBYCH,2
DEMCEWICZ,2
DEMCHENKO-KOVBAN,2
DEMCHYSHAK,2
DEMCIW,2
DEMCZEWSKA,2
DEMCZUK-IGNYŚ,2
DEMCZUK-KONECKA,2
DEMEDA,2
DEMEDYUK,2
DEMELKO,2
DEMELT,2
DEMENCZUK,2
DEMENT,2
DEMENTCHOUK,2
DEMENTII,2
DEMENTIIENKO,2
DEMENTKA,2
DEMERER,2
DEMERZA,2
DEMESHKANT,2
DEMETRASHVILI,2
DEMEŠKO,2
DEMIANIAK,2
DEMIANOSOVA,2
DEMIDCHENKO,2
DEMIDCZYK,2
DEMIKH,2
DEMIRAǦ,2
DEMIRBÜKEN,2
DEMIRDEN,2
DEMIRDÖĞEN,2
DEMIREZEN,2
DEMIROSKA,2
DEMIRTAS,2
DEMISHEVA,2
DEMISSIE,2
DEMITRESCU,2
DEMITRUK,2
DEMITTER,2
DEMJANCZUK,2
DEMJANOVÁ,2
DEMKINA,2
DEMKOROWSKA,2
DEMMEL,2
DEMMIG,2
DEMNICHENKO,2
DEMOES,2
DEMOWSKA,2
DEMPNIAK-PAWŁOWSKA,2
DEMPTINNE,2
DEMSKA-BARRIE,2
DEMUNTER,2
DEMURO,2
DEMUSHYK,2
DEMUYLDER,2
DEMUYNCK,2
DEMUŚ,2
DEMYANENKO,2
DEMYANIV,2
DEMYANKOVA,2
DEMYATI,2
DEMYDAS,2
DEMYDCHENKO,2
DEMYDCZUK,2
DEMYDIAK,2
DEMYDOVSKA,2
DEMYDOVYCH,2
DEMYDYUK,2
DEMYSZYN,2
DEMİRCİ,2
DEMİRDAŞ,2
DEMİREKİN,2
DEMİREL,2
DEN BULT,2
DEN HAAN,2
DEN UIJL,2
DENAIB,2
DENAROWICZ,2
DENART,2
DENCH,2
DENCHYK,2
DENCZEW-PAWLIK,2
DENDZIK-ZELEK,2
DENE,2
DENEAU,2
DENEGA GAIGA,2
DENEMAN,2
DENESEŃKO,2
DENESHCHUK,2
DENESS,2
DENEUS,2
DENEUVILLE,2
DENEŚ,2
DENEŚCIOK,2
DENGIS,2
DENGIZ,2
DENHOFF,2
DENIAU,2
DENIAUD,2
DENIDIUK,2
DENIEUSZ,2
DENIG,2
DENINGER,2
DENIS-KOŚCIESZA,2
DENISOFF,2
DENISON,2
DENISSEN,2
DENISSO,2
DENISZCZUK-MĄDRZAK,2
DENIUSZ-ROSIAK,2
DENIZER,2
DENIZHENKO,2
DENIĆ,2
DENKIS,2
DENKOFF-DENKOWSKA,2
DENKOVYCH,2
DENKTAŞ,2
DENNEHY,2
DENNISON,2
DENONNE,2
DENOUE,2
DENST-GARCIA,2
DENTSZ,2
DENYER,2
DENYSIV,2
DENYSKO,2
DENYSYAK,2
DENYSYK,2
DENZER,2
DENČIĆ,2
DEODATO,2
DEPARIS,2
DEPAU,2
DEPETRO,2
DEPKA-PRĄDZIŃSKA,2
DEPKAT,2
DEPLANO,2
DEPNARAIN,2
DEPNER-BRATOSZEWSKA,2
DEPTA RIBEIRO,2
DEPTA-CHŁOPAŚ,2
DEPTA-RYBICKA,2
DEPTAK,2
DEPTAŁO,2
DEPTULA,2
DEPTUSZYŃSKA,2
DEPTUŁA-KUCH,2
DER AGOPIAN,2
DER-FIJOŁEK,2
DERAVCHUK,2
DERAZE,2
DERBAK,2
DERBAL,2
DERBANOWICZ,2
DERBASH,2
DERBAWCZUK,2
DERBENOVA,2
DERBENT,2
DERBESSE,2
DERBOIS,2
DERBYSHIRE,2
DERBYSZ,2
DERCHELT,2
DERCHUN,2
DERCZUK,2
DERDA-CIESIELSKA,2
DERDA-WARDYN,2
DERDAJ,2
DERDAN,2
DERDIIENKO,2
DERDUŁA,2
DERE,2
DEREBCHYNSKA,2
DEREBECKA-SKORUPA,2
DERECH-KRZYCKA,2
DERECZENIUK,2
DEREGÖZÜ,2
DEREKOW,2
DERELITTO,2
DERENEVSKA,2
DERENIAK,2
DERENTHAL,2
DERENYUGA,2
DERENYUK,2
DERER,2
DERESHCHUK,2
DERESHOK,2
DERESZAK,2
DEREVIANA,2
DEREVINSKA,2
DEREVYANKO,2
DEREWIANYK,2
DEREWLANIUK,2
DEREWOŃKA,2
DEREZHENETS,2
DEREZHENKO,2
DEREŃ VINASCO,2
DEREŃ-KLEC,2
DEREŃ-ŚWIDER,2
DEREŃCZ,2
DERFLER,2
DERGACHOVA,2
DERGAMOUN,2
DERGUTI,2
DERI,2
DERIABKINA,2
DERITO,2
DERIUGIN,2
DERIUHINA,2
DERIX,2
DERKACZ-DUCHEWICZ,2
DERKAOUI,2
DERKINDEREN,2
DERKOWSKA-ZIELIŃSKA,2
DERLACKI,2
DERLADA,2
DERLIG,2
DERMATA,2
DERMENZHI,2
DERMIACHA,2
DERMINE,2
DERNAIKA,2
DERNIAUX,2
DEROSA,2
DEROUX,2
DEROW,2
DEROY,2
DERPOŁOW,2
DERRA-SZCZODROWSKA,2
DERRADJI,2
DERRAR,2
DERREZ,2
DERRY,2
DERSHAM,2
DERSLEY,2
DERTZ,2
DERUCKA-KRYSIAK,2
DERUDA,2
DERUGA,2
DERUGO,2
DERUNGS,2
DERUNOWA,2
DERUYTER,2
DERY,2
DERYBAS,2
DERYHA,2
DERYNG-JAROSZYŃSKA,2
DERYNGIER-NOWAK,2
DERYSH,2
DERYSZ,2
DERYŃ,2
DERZHKO,2
DERZYPOLSKA,2
DERĘGOWSKA-JERZAK,2
DERĘGOWSKI,2
DESAILLY-MARKOWSKA,2
DESBAS,2
DESBOIS,2
DESCHERRE,2
DESCHÊNES,2
DESELBERG,2
DESENS,2
DESHAYES,2
DESHCHAKIVSKA,2
DESHMUKH,2
DESJARDINS,2
DESKE,2
DESLOIR,2
DESORTES,2
DESPALLES,2
DESPERAK-KĘDZIA,2
DESPOT,2
DESPOT-MŁADANOWICZ,2
DESPRÉS,2
DESROCQUES,2
DESSENA,2
DESSI,2
DESSILLONS,2
DESSIN,2
DESSOULAVY-GŁADYSZ,2
DESSUS,2
DESTANOĞLU,2
DESTECI,2
DESTREBECQ,2
DESTRO,2
DESYAK,2
DESZCZYKIEWICZ,2
DESZERT-KŁOSOWSKA,2
DETAL,2
DETHLEFSEN,2
DETKE,2
DETKI,2
DETKIEWICZ-LESISZ,2
DETKOWSKA-CIAPA,2
DETMER-WIŚNIEWSKA,2
DETTORI,2
DEUBERT,2
DEUCHART,2
DEUCZMANEK,2
DEUSCHEL,2
DEUSCHMANN,2
DEUSE,2
DEUSS,2
DEUSSEN,2
DEUSTER,2
DEUTSCHOVÁ,2
DEUZEMAN,2
DEVARAJ,2
DEVASSY,2
DEVECZ,2
DEVENEY,2
DEVERNOIS,2
DEVETERYKOVA,2
DEVETZI,2
DEVEY,2
DEVIATKO,2
DEVIGNE,2
DEVILLARD,2
DEVITT,2
DEVNOZASZVILI,2
DEVORE,2
DEVOS,2
DEVRIM,2
DEVYATKO,2
DEW,2
DEWAN,2
DEWIDZ,2
DEWILE,2
DEWOLT,2
DEWÉE TELER,2
DEYCHMAN,2
DEYNEKA,2
DEZAN,2
DEZHYFAROVA,2
DEZI,2
DEČANI,2
DEŁCZEWA,2
DEŁEŃKO,2
DHADWAL,2
DHAIM,2
DHAKAL DAHAL,2
DHALLUIN,2
DHAMEJA,2
DHANAKOTI,2
DHAOUI,2
DHAROD,2
DHAUSSY,2
DHEBAIBI,2
DHEINI,2
DHENIN,2
DHENNIN,2
DHESI,2
DHIMAN,2
DHINSA,2
DHLIWAYO,2
DHOM,2
DHOOMUN,2
DHOTRE,2
DHUNDHARA,2
DI BARTOLOMEO,2
DI BRITA,2
DI BUONO,2
DI CAMILLO,2
DI CARLUCCIO,2
DI CORRADO,2
DI CRESCENTIS,2
DI DIO,2
DI FELICIANTONIO,2
DI FILIPPO,2
DI FIORE,2
DI FONSO,2
DI FRAIA,2
DI FULVIO,2
DI GENUA,2
DI GIORGI,2
DI GNEO,2
DI GREGORIO,2
DI IORIO,2
DI LAZZARO,2
DI LERNIA,2
DI LUCENTE,2
DI LULLO,2
DI MARCO-MAZUR,2
DI MARE,2
DI MATTIA,2
DI MEO,2
DI MICCO,2
DI MURO,2
DI NISI,2
DI NUOVO,2
DI PAOLO,2
DI PIETRANTONIO,2
DI POI,2
DI RELLA,2
DI RENZO,2
DI ROLLO,2
DI SABATO,2
DI SANTI,2
DI SCALA,2
DI SIPIO,2
DI TOLLA,2
DI VENTURA,2
DI VITA,2
DI VITTORIO,2
DI VONA,2
DI-FILIPPO,2
DI-RIENZO,2
DIABELKO,2
DIAC,2
DIACHUN,2
DIACON,2
DIADIUSHKA,2
DIAE,2
DIAHILIEVA,2
DIAKOGIANNI,2
DIAKONU,2
DIAKONÓW,2
DIAKOVSKA,2
DIAKUNAS,2
DIAMAND TENENBOJM,2
DIAMANDOPULU,2
DIAMANTIDIS,2
DIAMANTIS,2
DIAMANTOPOULOS-RDUŁTOWSKA,2
DIANI,2
DIANKIEWICZ,2
DIANOVA IVANOVA,2
DIAO,2
DIAS DAS ALMAS,2
DIAS DOS SANTOS,2
DIAS MARTINS,2
DIAS ROHDE,2
DIAS SILVEIRA,2
DIAS TAVARES GARCIA,2
DIASO,2
DIATCHENKO,2
DIATCZUK,2
DIATLENKO,2
DIATTA,2
DIATŁOWICKA,2
DIAZ BEVERIDGE,2
DIAZ CZERWIŃSKA,2
DIAZ GONZALEZ,2
DIAZ RODRIGUEZ,2
DIAZ SAS,2
DIAZ STARZEC,2
DIAZ-KOTANIA,2
DIAZHUR,2
DIBA,2
DIBBA,2
DIBBERT,2
DIBEK,2
DIBEL,2
DIBILAS,2
DIBOLIK,2
DIBOWSKI,2
DIBRANI,2
DIBROVA-WANOT,2
DICH,2
DICHIO CARLES,2
DICHTL,2
DICIAULA,2
DICKENS,2
DICKER GARINI,2
DICKHEIWER,2
DICKOVÁ,2
DICKSON-ŁODZIŃSKA,2
DICUSARA,2
DICZEK,2
DIDICHENKO,2
DIDIER,2
DIDIKAS,2
DIDION,2
DIDORENKO,2
DIDOS,2
DIDOUH,2
DIDOV,2
DIDOWICZ,2
DIDRICH,2
DIDSZUS,2
DIDUSHOK,2
DIDUSHYTSKA,2
DIEBOLD,2
DIECK,2
DIEDERICH,2
DIEDLER,2
DIEDUL,2
DIEGEL,2
DIEGTIAROW,2
DIEHM,2
DIEHN,2
DIELEMAN,2
DIEME,2
DIEMER,2
DIEMIANCZUK,2
DIEMIDIUK,2
DIEN,2
DIENNET,2
DIENSTL,2
DIERIABINA,2
DIEROLF,2
DIERS,2
DIERŻUK,2
DIESEL,2
DIESENDORF,2
DIESKE,2
DIESMANN,2
DIESSNER,2
DIESTELHORST,2
DIESTERHÖFT,2
DIETE,2
DIETERICH,2
DIETHELM,2
DIETHER,2
DIETKOVA,2
DIETKOVSKA,2
DIETRICHSON,2
DIETZIUS,2
DIETZLER,2
DIEU,2
DIEWALD,2
DIEZASCH,2
DIGGORY,2
DIGUIDO,2
DIHAJ,2
DIHALEVYCH,2
DIHM,2
DIIAK,2
DIJKS,2
DIJUK,2
DIKALCHUK,2
DIKALOVA,2
DIKAREVA,2
DIKAZHEVA,2
DIKCHARDT,2
DIKELMAN,2
DIKHTENKO,2
DIKICI,2
DIKIDZHI,2
DIKIEVA,2
DIKIŞCI,2
DIKMELIK,2
DIKOPOULOU,2
DIKOWICKA,2
DIKSITA,2
DIKTY,2
DIKUSAR,2
DILANGUE MALOBE,2
DILAVERI,2
DILIBERTI,2
DILILLO,2
DILINSKAS,2
DILJI,2
DILLBARY,2
DILLING-BOER,2
DILYTE,2
DIM,2
DIMAEVA,2
DIMAKOPULU,2
DIMANOWSKA,2
DIMAPILIS,2
DIMATTEO,2
DIMCHOGLO,2
DIMCZEWSKA,2
DIMEGLIO,2
DIMER,2
DIMICHINO,2
DIMINET,2
DIMIRAČA,2
DIMITRAKOPOULOU,2
DIMITRIADI,2
DIMITRIADOU,2
DIMITRIJEVIC,2
DIMITRIJEW,2
DIMITROPULU,2
DIMITROVA ILIEVA,2
DIMITROVA-DUDEK,2
DIMIĆ,2
DIMMEL,2
DIMMER,2
DIMMICK,2
DIMNAKU,2
DIMO,2
DIMONTE,2
DIMOPULOS,2
DIMOSKA,2
DIMOVA-LEVONIV,2
DIMOVSKA,2
DIMPFEL,2
DINAKU,2
DINAYADURA,2
DINCER,2
DINCKLAGE,2
DIND,2
DINDAR,2
DINDE,2
DINEW,2
DINGEMANS,2
DINGER,2
DINGILEWA,2
DINGLE,2
DINGS,2
DINH HONG,2
DINH NGOC,2
DINIBÜTÜN,2
DINIC,2
DINIEJKO,2
DINISHEVA,2
DINIZ CHIURATO GERALDI,2
DINIZ PEREIRA,2
DINIĆ,2
DINK,2
DINKLAGE,2
DINKLER-KULIG,2
DINKOVA,2
DINKOW-GEORGIJEW,2
DINKOWA,2
DINLETIR,2
DINNELLA,2
DINORT,2
DINOS,2
DINOVCI,2
DINSDALE,2
DINU,2
DINUDIS,2
DINUTA,2
DIOMIN,2
DIORDIICHUK,2
DIOROWA,2
DIOTALLEWI,2
DIOUBATE,2
DIOURI,2
DIP,2
DIPE,2
DIPEL,2
DIPETTO,2
DIPLOCK,2
DIPPMAR,2
DIRAS,2
DIRINGER,2
DIRKSON,2
DIRNHOFER,2
DIRR,2
DIRSCHLAG,2
DIRWELAT,2
DIRZKA,2
DIS,2
DISERENS,2
DISHCHENKO,2
DISHKIVSKA,2
DISKANT,2
DISSA,2
DISSARSKA,2
DISSELBERGER,2
DISTASI,2
DISTELDORF,2
DITA,2
DITAL,2
DITER,2
DITKOVSKY,2
DITRIKH,2
DITSCH,2
DITSCHUNEIT,2
DITSULENKO,2
DITSZ,2
DITTBERNER,2
DITTEBRAND,2
DITTERLA-KASPERSKA,2
DITTES,2
DITTKOWSKA,2
DITTRICH-CHAMELA,2
DITTSCHEID,2
DITZEL,2
DIU,2
DIUBINA,2
DIUDIAIEVA,2
DIUKIN,2
DIULDINA,2
DIV,2
DIVIN,2
DIVINA,2
DIVIĆ,2
DIVIŠ,2
DIVLJAKOV,2
DIVOCHA,2
DIVRIKLI,2
DIVÍNOVÁ,2
DIWISCH,2
DIYON,2
DIZDARI,2
DIZMEN,2
DIZOVA,2
DIZOW,2
DIÉVAL,2
DIŻEWSKA,2
DJACZKO,2
DJAMOURZAEVA,2
DJANI,2
DJEBABLIA,2
DJEBALI,2
DJEBBAR,2
DJEBBER,2
DJEBBOUR,2
DJEDDOU,2
DJEKIĆ,2
DJELALET,2
DJELLAL,2
DJEMMALI,2
DJERBOUA,2
DJEUKAM MONKAM,2
DJIDIOUI,2
DJIENALIEVA,2
DJILALI,2
DJIROUN,2
DJOKO,2
DJONIZIAK,2
DJOUHRI,2
DJURAKIĆ,2
DJURIC,2
DJURIĆ,2
DJURIČIĆ,2
DKHEL,2
DLABOCHA,2
DLI,2
DLIGACZ,2
DLIKAN,2
DLUCZEK,2
DLUGAICZYK,2
DLUGAJ,2
DLUGOKECKI,2
DLUGOLECKA,2
DLUGONSKA,2
DLUGUNOVYCH,2
DLUHOBORSKA,2
DLUHOSZ,2
DLUTKO,2
DMETRETSKA,2
DMISIEWICZ,2
DMITRENCO,2
DMITRIEWA,2
DMITRUKOWSKI,2
DMITRUSZKO,2
DMOCHOWSKA-DUDEK,2
DMOCHOWSKA-ŚCIGA,2
DMOWSKA-KUTZNER,2
DMOWSKA-PACZUSKA,2
DMOWSKA-ZIELIŃSKA,2
DMUKH,2
DMYSHUK,2
DMYSZEWICZ-NASCIMENTO,2
DMYTRACH,2
DMYTRAKH,2
DMYTRASHKO,2
DMYTRECZKO,2
DMYTRIAK,2
DMYTRIV STYGAR,2
DMYTRON,2
DMYTRUK-KONOPSKA,2
DMYTRUSZKO,2
DMYTRYSHENA,2
DNES,2
DNIESTRZAŃSKA,2
DO AMARAL UNGIEROWICZ BLOCH,2
DO CARMO ROMÃO E CORREIA CARDOSO,2
DO NASCIMENTO,2
DO NASCIMENTO LIMA,2
DO NASCIMENTO RODRIGUEZ TELLEZ,2
DO NASCIMENTO-ZIENIUK,2
DO THANH,2
DO THI NGOC,2
DO XUAN,2
DOAN DUC,2
DOAN VAN,2
DOAN VU,2
DOANIASS,2
DOBACZESKA,2
DOBARSKA,2
DOBASZ,2
DOBBECK,2
DOBBELAERE,2
DOBBELSTEIN,2
DOBBS,2
DOBEK-HALMAN,2
DOBEK-MARCINIAK,2
DOBEK-SROKA,2
DOBEK-STYŚ,2
DOBELKE,2
DOBELLI,2
DOBERSCHŰTZ,2
DOBERSZYC,2
DOBESZ,2
DOBEYKO,2
DOBEŠ,2
DOBEŠOVÁ,2
DOBHAL,2
DOBIAS-JÓZEFIAK,2
DOBIECH-GRADECKA,2
DOBIECZYŃSKA,2
DOBIELIŃSKA-PARUCH,2
DOBIESZ MARMOL,2
DOBIJA-DZIUBCZYŃSKA,2
DOBIJAS,2
DOBILEWSKA,2
DOBISCHOK,2
DOBKIEWICZ-RUSEK,2
DOBKOWSKA-SIDEK,2
DOBLOŃSKA,2
DOBMANN,2
DOBOS,2
DOBOSEVYCH,2
DOBOSIAK,2
DOBOSZ-JACZEWSKA,2
DOBOSZ-MICHALCZYK,2
DOBOSZ-MŁODKOWSKA,2
DOBOSZ-SYPULSKA,2
DOBOSZ-WRONKA,2
DOBOZI,2
DOBRA MONTES,2
DOBRACZYŃSKI,2
DOBRAI,2
DOBRAJSKA,2
DOBRAN,2
DOBRANOVSKA,2
DOBRANOWSKI,2
DOBRANYTSIA,2
DOBREV,2
DOBRIAŁOWSKA,2
DOBRINGER,2
DOBRINGER-JAWORSKA,2
DOBRIVSKA,2
DOBRIŞAN,2
DOBRJAŃSKA,2
DOBROCHOWSKA-XING,2
DOBRODIEIEVA,2
DOBRODZICKA,2
DOBRODZIEJEW,2
DOBRODZII,2
DOBROKHOTOVA,2
DOBROLOT,2
DOBROMIRECKA,2
DOBRONRAVOVA,2
DOBROSELSKA,2
DOBROSOL,2
DOBROTLIWA,2
DOBROTSKA,2
DOBROTVORSKA,2
DOBROVETSKA,2
DOBROVODSKÁ,2
DOBROVOLNA,2
DOBROVYTSKA,2
DOBROWKIN,2
DOBROWOLSKA-BIJAK,2
DOBROWOLSKA-BRODA,2
DOBROWOLSKA-CETNER,2
DOBROWOLSKA-GRYGIER,2
DOBROWOLSKA-KAMIŃSKA,2
DOBROWOLSKA-KOŁODZIEJ,2
DOBROWOLSKA-MAJEWSKA,2
DOBROWOLSKA-MAZUR,2
DOBROWOLSKA-MIELCZAREK,2
DOBROWOLSKA-SKRZYŃSKA,2
DOBROWOLSKA-TOKARSKA,2
DOBROWOLSKA-WISŁOCKA,2
DOBROWOLSKA-WOŚ,2
DOBROWOLSKA-WÓJCIK,2
DOBROWOLSKA-ŚWIĄTEK,2
DOBROZI,2
DOBROĆ-BARSZCZEWSKA,2
DOBRULIA,2
DOBRUSZ,2
DOBRYAKOVA,2
DOBRYCH,2
DOBRYGINA,2
DOBRYJAN,2
DOBRYN,2
DOBRYNIUK,2
DOBRYTSKA,2
DOBRZAN,2
DOBRZAŃSKA-BUCZEK,2
DOBRZAŃSKA-DOBRANC,2
DOBRZAŃSKA-NOWAK,2
DOBRZAŃSKA-STREICH,2
DOBRZENIECKA-GÓRKA,2
DOBRZEWICKA,2
DOBRZINSKI,2
DOBRZYCKA-KUCHTA,2
DOBRZYŃSKA CERRO,2
DOBRZYŃSKA-JABŁONKA,2
DOBRZYŃSKA-MICHALSKA,2
DOBRZYŃSKA-SAŁEK,2
DOBRZYŃSKA-SUCHY,2
DOBRZYŃSKI CWAIG,2
DOBSLAW,2
DOBUSZKO,2
DOBYSH,2
DOCHALSKA,2
DOCHEVA,2
DOCHIA,2
DOCHLER,2
DOCHTYCZ,2
DOCI,2
DOCKAL,2
DOCKENDORF,2
DOCKENDORF-NAPIERAŁA,2
DOCKRELL,2
DOCKTER,2
DOCKTOR,2
DOCTER,2
DOCZKIN,2
DOCZOMIŃSKA,2
DOCZY,2
DOD,2
DODAJ,2
DODDS,2
DODEL SUSTER,2
DODHAR,2
DODIK,2
DODIS,2
DODOS,2
DODOW,2
DODOŠ,2
DODUKH,2
DODUŃSKA,2
DODYAK,2
